year_film,year_ceremony,ceremony,category,name,film,win,Gross,Date,Runtime,Awards,nominations,imdb,tomato,Metacr,imdbVotes,Documentary,Thriller,Short,Comedy,Fantasy,Animation,Mystery,Music,Biography,Drama,Western,Sci-Fi,Musical,History,Action,Crime,Romance,Family,Adventure,Sport,Horror,War
1976,1977,49,WRITING,William Goldman,All the Presidents Men,True,70600000.0,Apr,138,13.0,21.0,8.0,93.0,80.0,95805.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1976,1977,49,WRITING,Robert Getchell,Bound for Glory,False,59866942.41791045,Dec,147,4.0,11.0,7.3,86.0,70.0,4389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1976,1977,49,WRITING,Federico Fellini Bernardino Zapponi,Fellinis Casanova,False,59866942.41791045,Feb,155,6.0,3.0,7.1,85.8449111470113,77.40287769784173,6499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1976,1977,49,WRITING,Nicholas Meyer,The Seven-per-cent Solution,False,59866942.41791045,May,113,1.0,3.0,6.7,85.0,77.40287769784173,3958.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1976,1977,49,WRITING,Steve Shagan David Butler,Voyage of the Damned,False,59866942.41791045,Dec,155,1.0,6.0,6.4,82.0,77.40287769784173,2420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1976,1977,49,WRITING,Story and Screenplay by Jean-Charles Tacchella  Adaptation by Daniele Thompson,Cousin Cousine,False,22026369.0,Jul,95,5.0,6.0,6.8,85.8449111470113,77.40287769784173,1372.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1976,1977,49,WRITING,Walter Bernstein,The Front,False,59866942.41791045,Jan,95,1.0,3.0,7.3,73.0,77.40287769784173,7585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1976,1977,49,WRITING,Paddy Chayefsky,Network,True,23689877.0,Nov,121,16.0,26.0,8.1,92.0,83.0,136218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1976,1977,49,WRITING,Sylvester Stallone,Rocky,False,117235147.0,Dec,120,17.0,21.0,8.1,94.0,70.0,488467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1976,1977,49,WRITING,Lina Wertm체ller,Seven Beauties,False,12408.0,Jan,116,2.0,5.0,7.8,80.0,77.40287769784173,4487.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
